record_id,record_identity,source_record_key,activity_id,source_name,source_record_id,event_date,event_month,event_date_type,event_date_source_field,event_date_basis,event_date_is_planned,event_date_is_after_snapshot,first_observed_date,first_observed_month,last_observed_date,last_observed_month,snapshot_date,snapshot_month,observation_count,currently_observed,status,project_name,record_type,address,neighborhood,source_url
rec-7165be341cca4f83,CAPITAL_IMPROVEMENTS|GLOBALID|{0739149C-D2DA-49ED-98BB-C7B92A31CD1F},src-40f0bb552f171732,tpa-5a1b25a7e88ea2,capital_improvements,0000000,2023-03-15,2023-03,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Permitting/Submittals Approval,CRA - DT Tampa Theater Renovations,Facility Management,,Downtown River Arts,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f0000000.pdf
rec-b4c2161f6c20db39,CAPITAL_IMPROVEMENTS|NATIVE|1001597,src-5670d036fb8a6d94,tpa-4ada1f6c3013a6,capital_improvements,1001597,2023-03-15,2023-03,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Closeout,Virginia Avenue Pumping Station Drainage Improvements,Stormwater Engineering,,Riverside Heights,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001597.pdf
rec-3ccf3eea08926c70,CAPITAL_LOCATIONS_LINE|NATIVE|WUR-20-0019,src-f60489380ddbbc05,tpa-48ce4f012a0d8e,capital_locations_line,WUR-20-0019,2023-03-01,2023-03,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,90% Design Completion | CW2.1-WOA construction,Brorein_Tampa St WM Abandonment,Water,,Tampa Downtown Partnership,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWUR-20-0019.pdf
rec-40d13a52a8cc5ee0,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20122,src-b834987b44fcb15a,tpa-bf4daf624fdbb7,capital_locations_line,TRANS20122,2023-03-31,2023-03,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Closeout,Tampa Palms Blvd Segment 1 (Bruce B. Downs to Bruce B. Downs)- SPM Design,Transportation,,Tampa Palms,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001772.pdf
rec-1e1bed5c79708e40,CAPITAL_LOCATIONS_POLYGON|NATIVE|SW60011,src-80f8d9c557ef5847,tpa-4ada1f6c3013a6,capital_locations_polygon,SW60011,2023-03-15,2023-03,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Closeout,Virginia Avenue Pumping Station Drainage Improvements,Stormwater,,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/2
rec-0365348d67828718,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-23-0499485,src-ff7de9a9d9815903,tpa-1559cc9b6f20eb,construction_inspections,BLD-23-0499485,2023-03-08,2023-03,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,Exterior and interior remodel,Residential Building Alterations (Renovations),1703 E Nome St,Sulphur Springs,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=00DJ8&agencyCode=TAMPA
rec-0878471cc9ea0829,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-23-0499303,src-c99167fd8a923b45,tpa-13b45f314bd0a9,construction_inspections,BLD-23-0499303,2023-03-01,2023-03,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,PRIVATE PROVIDER:Reuse of bldg to Apartments,Commercial Building Alterations (Renovations),2808 N 16th St,North Ybor,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=00BUQ&agencyCode=TAMPA
rec-1a084e4b4878f5e1,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-23-0499409,src-d89a510e2d770f14,tpa-9533642f801cb7,construction_inspections,BLD-23-0499409,2023-03-06,2023-03,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,Re-issued Owner: Addition,Residential New Construction and Additions (1 and 2 Family),1906 Brust Ave,University Square,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=00CWE&agencyCode=TAMPA
rec-25031928c869724d,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-23-0499919,src-2201400c54c43e9c,tpa-3b09a6b592768f,construction_inspections,BLD-23-0499919,2023-03-30,2023-03,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,CHANGE OF USE/OCCUPANCY: Residence to Business - Interior/Exterior Alteration - Legalize Existing Detached Metal Shed,Commercial Building Alterations (Renovations),4410 N Clark Ave,Drew Park,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=00IM9&agencyCode=TAMPA
rec-2e09b7217067da6e,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-23-0499431,src-db9d5d9adcce233b,tpa-3fb9aceaef8ccf,construction_inspections,BLD-23-0499431,2023-03-07,2023-03,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,"REISSUE - Interior Alteration - HVAV Renovations - Buildings 3, 4, & 5",Commercial Building Alterations (Renovations),3001 University Center Dr,Terrace Park,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=00D2M&agencyCode=TAMPA
